"year","age","gender","uli","region"
2,36,"male",47.9538297510053,"south"
6,38,"male",69.1,"south"
1,30,"female",59.5826369604916,"south"
3,32,"male",30.2290512805645,"south"
3,33,"female",59.7843778171658,"south"
3,35,"female",55.735424046137,"south"
3,34,"female",80.435428808368,"south"
3,31,"female",68.0058273702835,"north"
2,30,"female",74.1657918808013,"south"
6,34,"female",47.5,"south"
3,39,"male",33.0069008954652,"north"
3,33,"male",32.3904316762114,"south"
1,36,"female",54.6463455568932,"south"
6,34,"female",41.9,"north"
3,34,"female",56.4217841795831,"north"
3,39,"male",30.8825571437073,"south"
2,30,"male",68.1313063821732,"north"
3,34,"male",61.8159664335325,"north"
3,33,"female",63.2557222573127,"south"
3,31,"female",38.8004674163992,"north"
3,38,"male",47.2223208931254,"north"
1,30,"male",26.4068348549651,"south"
6,34,"male",53.5,"south"
1,38,"female",55.909149547186,"north"
1,30,"male",32.6607841960571,"north"
2,33,"male",73.3709592644059,"south"
1,38,"male",53.4310128575347,"south"
6,38,"male",49.7,"north"
2,34,"female",60.745200658861,"south"
1,33,"male",37.5373006813265,"south"
6,37,"male",78.6,"north"
2,39,"male",43.1600178223984,"north"
3,35,"female",69.2492257428577,"north"
3,39,"male",47.9390815666528,"south"
6,31,"male",62.1,"south"
6,38,"female",30.3,"south"
1,39,"male",37.541715086324,"south"
3,36,"male",52.5776873817859,"north"
2,36,"female",70.2620412435291,"south"
6,36,"male",50.2,"south"
1,31,"female",43.291215977034,"north"
1,33,"male",61.0875922911693,"south"
6,35,"male",76.0183364031176,"north"
2,34,"female",72.7130578317913,"north"
6,33,"female",56.8,"south"
2,30,"female",23.9587956630947,"north"
6,33,"female",61,"north"
3,33,"female",68.1078932394639,"south"
2,32,"male",53.9135883324924,"south"
3,38,"male",70.7525968966259,"south"
6,36,"male",22.2,"south"
3,36,"male",31.6186911980938,"north"
1,33,"male",66.4318832686256,"south"
3,35,"male",49.1580938313043,"south"
1,37,"female",73.1541213035248,"south"
3,35,"female",58.4168764957207,"south"
6,32,"female",54.4818734186372,"north"
2,34,"male",57.7074195192413,"north"
1,34,"female",73.7813222617353,"north"
1,31,"female",53.6408463739313,"south"
3,37,"female",73.8146443535996,"north"
2,38,"female",76.4006824793945,"north"
3,38,"female",69.9941706928674,"north"
3,32,"male",43.3446379276051,"north"
6,31,"female",74.1194460805686,"north"
2,33,"male",38.2477421991253,"north"
1,30,"male",63.9167047248984,"north"
2,34,"male",52.1327956799164,"north"
1,31,"female",54.9793960536172,"south"
6,32,"female",71.1834554893206,"north"
6,35,"male",61.6,"south"
1,38,"female",69.0398972169104,"north"
2,31,"female",65.3802784873698,"south"
3,31,"male",34.7140242240379,"north"
3,30,"female",42.598676729868,"north"
1,33,"female",67.4443041655337,"south"
2,33,"female",55.2695179034282,"south"
3,33,"male",59.0689146102202,"north"
6,39,"female",45.7845168621281,"north"
2,34,"male",35.0637433482463,"south"
3,37,"female",72.6625282853178,"south"
6,35,"male",36.9,"north"
2,35,"female",73.7328845414418,"south"
3,39,"female",74.5677637451693,"north"
2,34,"female",61.3712039364182,"north"
3,35,"male",34.2815689049994,"north"
1,37,"female",27.8575817423403,"south"
3,38,"male",47.6212946209564,"south"
3,31,"female",56.6430893882265,"south"
6,32,"female",71.8,"south"
2,34,"female",43.319902825091,"north"
6,30,"male",37.6,"north"
3,33,"male",62.876344279149,"north"
3,32,"female",44.1162418968466,"south"
3,37,"male",26.3216001102885,"north"
6,33,"female",50.6,"south"
6,38,"male",48,"south"
2,33,"female",63.1054717105163,"south"
2,30,"male",22.5381807343559,"north"
1,37,"male",16.5977974027189,"north"
1,38,"female",61.1089915738526,"north"
1,30,"male",43.8292934920999,"south"
3,35,"female",31.8901344397796,"south"
3,37,"female",54.9772420688344,"north"
1,31,"female",52.7897954286423,"south"
3,35,"female",55.3709604061168,"north"
3,36,"male",39.7544150143,"south"
2,33,"female",59.4506131156676,"north"
1,31,"male",26.1912715746052,"south"
6,36,"female",35.7,"south"
6,34,"female",80.3,"south"
2,30,"male",51.923203114436,"north"
6,36,"male",29.4,"north"
2,33,"male",28.6311074609449,"north"
1,33,"male",26.2659423439837,"south"
6,32,"male",39.4,"north"
3,36,"female",55.9234182963228,"north"
2,39,"female",70.1926387780203,"south"
6,37,"female",61.4248784687119,"north"
1,32,"male",32.382455826549,"north"
6,35,"female",67.4927559490483,"north"
3,38,"female",74.5747273907416,"north"
3,35,"female",51.7369030082678,"south"
1,35,"female",45.7790054384024,"south"
3,30,"male",50.8519618401279,"south"
2,34,"female",72.3420992551765,"south"
3,38,"male",43.0599816088881,"north"
6,38,"female",42.9,"south"
3,34,"male",46.2457019221106,"south"
6,36,"female",73.7,"north"
3,35,"male",49.1970206242086,"south"
3,39,"male",33.3327569386977,"north"
1,39,"female",54.7431686951849,"south"
3,35,"male",58.3153463948325,"north"
1,37,"female",73.0091067581874,"south"
3,30,"female",86.8296317400361,"north"
6,33,"female",52.0724375178069,"north"
3,30,"male",47.0017742765681,"south"
2,34,"male",34.9752429207965,"south"
3,33,"female",80.1262948908747,"south"
6,34,"male",52.4,"south"
3,34,"male",55.3999573250329,"south"
1,38,"female",68.6487698259835,"north"
3,35,"female",43.7421752266841,"north"
1,30,"male",34.2080213113194,"north"
2,34,"male",47.7008359329135,"south"
3,36,"male",40.4368905268475,"south"
2,31,"male",34.4571837004367,"north"
2,32,"male",61.2015114140076,"north"
3,37,"female",77.4720627810726,"south"
3,39,"female",49.8691670719689,"south"
3,32,"male",37.580157293411,"south"
2,30,"female",32.5162460786899,"south"
1,39,"female",43.679071665977,"north"
1,33,"male",50.8732266412575,"south"
1,32,"male",55.1245500054851,"north"
2,35,"male",87.794385971023,"north"
3,37,"female",60.2850640738575,"north"
3,31,"female",68.0246577009001,"north"
3,33,"male",41.4430493486249,"north"
2,35,"male",50.4032232518089,"south"
2,35,"female",67.0604486858341,"north"
2,36,"male",67.2160351671351,"south"
6,31,"female",61.5,"north"
3,36,"male",40.284405036778,"north"
2,31,"male",26.5333498381511,"south"
1,32,"female",58.7014369604051,"north"
3,37,"female",58.368124271668,"north"
6,32,"male",62.4,"south"
2,32,"female",48.5117097247106,"north"
3,35,"male",50.7996143152765,"north"
6,37,"female",56.7861933397157,"north"
3,39,"male",53.7737429958782,"north"
1,37,"female",67.7619559277597,"north"
6,33,"female",45.2349464055013,"north"
1,33,"male",52.5442645003293,"south"
2,36,"female",70.6100778343706,"south"
2,33,"female",50.534691243933,"north"
2,39,"male",17.5198555607234,"south"
3,39,"male",44.8562838989802,"north"
1,31,"female",73.3818261064531,"north"
2,30,"male",67.0443470779241,"south"
2,38,"female",73.8155704158461,"north"
6,38,"male",46.3711252731656,"north"
6,31,"female",48.7,"south"
6,39,"male",48.7,"south"
6,30,"male",49.2,"south"
2,30,"female",61.9441052260033,"south"
3,33,"female",48.2297469105386,"north"
1,39,"female",70.9305134492953,"south"
3,39,"male",58.2304710761215,"south"
3,30,"male",33.3449050651845,"north"
1,32,"male",64.3730614343437,"south"
6,31,"male",52.2,"south"
2,37,"female",62.4433018593252,"south"
6,39,"female",68.9,"south"
6,37,"female",35.9,"south"
1,36,"male",37.3944241611334,"south"
6,36,"male",17.7,"north"
2,32,"female",61.4280741945834,"north"
2,33,"female",48.3170305965362,"south"
1,32,"female",70.5782961506901,"south"
1,35,"male",51.7675356961541,"north"
1,35,"male",59.5926192710336,"north"
2,30,"female",51.6616541271583,"north"
2,38,"female",76.580471666546,"south"
3,30,"male",52.3755706001725,"south"
3,37,"female",45.7224627946437,"north"
1,39,"male",50.0848311399104,"south"
3,37,"female",44.1002937107924,"north"
6,33,"female",63.8,"south"
6,39,"female",77.4,"north"
2,34,"female",67.0723500184051,"south"
3,39,"female",42.0979049771096,"south"
1,31,"male",31.1291929537356,"north"
6,35,"female",49,"north"
3,35,"male",29.8916048757178,"south"
6,39,"male",58.7,"south"
2,32,"male",62.6136045824613,"north"
3,33,"male",56.5195497720267,"south"
6,32,"female",81.3723856968176,"north"
1,39,"male",65.3678044011142,"south"
1,35,"female",74.2990128541069,"north"
6,39,"female",42,"south"
1,35,"female",36.5074427297246,"south"
2,35,"female",31.2045317550806,"north"
3,39,"female",74.8224917362809,"south"
1,31,"female",59.2274671581351,"south"
1,33,"male",33.0292227783679,"south"
6,39,"male",46.1,"south"
1,32,"male",50.0119910648765,"south"
2,33,"female",55.3681995067277,"south"
1,32,"female",51.0350636044531,"north"
3,33,"female",58.3135926516945,"south"
2,34,"male",57.6242503679277,"south"
2,35,"female",59.7224156195277,"north"
2,35,"female",37.7020184104804,"north"
3,30,"female",68.0506999579135,"north"
1,37,"female",58.1582404212255,"north"
3,31,"male",52.3166843198078,"north"
6,31,"male",36,"north"
3,35,"female",80.9948913525098,"north"
3,32,"female",65.7694541060188,"south"
2,34,"female",61.3518821270623,"north"
1,30,"male",44.9832354509236,"north"
3,36,"male",78.0472991463798,"south"
6,38,"male",39.3,"south"
6,31,"male",58.1,"north"
1,34,"male",29.2595376298701,"north"
6,34,"male",46.9,"north"
6,34,"female",54.5,"south"
1,33,"male",24.665099417378,"north"
2,30,"male",40.9294358095844,"south"
2,37,"male",64.6635366082876,"north"
6,36,"male",18.1,"north"
6,39,"male",26.6069422876903,"north"
6,35,"female",60.0680807775462,"north"
2,32,"male",66.2665199824751,"south"
3,30,"female",61.5459660951085,"south"
3,34,"male",81.4230342193758,"north"
1,30,"female",69.7460356122308,"north"
1,32,"female",87.2964007726874,"south"
6,30,"female",52.5,"north"
2,31,"female",80.4087673022821,"south"
3,39,"female",61.6492897206685,"north"
2,36,"male",44.4138591020793,"south"
6,37,"male",39.8,"south"
6,35,"female",70.7994848253599,"north"
3,36,"male",40.1310058133843,"north"
2,39,"female",38.1252083192627,"south"
1,36,"female",80.1884648892813,"south"
6,37,"female",60.9,"south"
6,34,"female",50.9,"south"
2,30,"female",77.5496533738188,"north"
1,37,"female",50.1159704482815,"north"
6,37,"male",33.7036926529202,"north"
6,33,"female",81.5,"north"
1,37,"male",59.5282957854005,"north"
3,31,"male",48.4864506464019,"north"
1,31,"male",50.9647643657512,"north"
1,38,"male",47.3831223717483,"south"
1,33,"male",48.3827777720312,"south"
2,36,"female",36.8303675775319,"north"
1,39,"male",48.5131744735027,"south"
6,34,"female",38.8,"south"
2,35,"male",45.6388489259992,"north"
1,38,"female",74.4623973562001,"south"
6,36,"female",79,"south"
3,38,"female",71.8246559190734,"north"
3,32,"female",74.6477977681143,"north"
3,35,"female",71.8240370472305,"south"
6,38,"male",72,"north"
2,37,"female",63.850952199086,"south"
6,33,"female",59.6430318798128,"north"
6,37,"female",69.9,"south"
6,37,"female",38.5296782148154,"north"
2,36,"female",71.5847649104439,"north"
2,30,"female",62.3197321327747,"south"
3,39,"female",49.8794468927852,"south"
1,32,"male",49.6370967208127,"north"
6,33,"female",69.4719719295361,"north"
2,33,"male",77.5068234175522,"south"
3,37,"male",57.2706876413939,"south"
2,36,"male",68.2100858519763,"south"
3,33,"female",76.3373964126027,"north"
3,37,"female",59.3970192899454,"south"
3,39,"female",63.9169612100587,"south"
1,31,"male",58.311351957399,"north"
3,32,"female",50.484936184784,"north"
2,32,"female",77.9416535167084,"north"
6,36,"male",26,"south"
1,39,"male",56.9890834757849,"south"
2,39,"female",40.5389733623366,"north"
6,37,"female",64.3733518376594,"north"
2,36,"male",19.0820297017175,"south"
3,34,"female",74.8858167707969,"north"
6,35,"male",54.9,"south"
3,31,"female",47.1022322243454,"south"
1,30,"male",56.0285413668373,"north"
2,39,"female",51.0674503582253,"south"
1,31,"male",55.7797579631728,"south"
3,32,"female",51.5920508380855,"south"
3,34,"male",41.5723469202587,"north"
6,36,"male",31.6,"south"
1,37,"female",42.6526589296693,"north"
6,39,"male",48.2,"south"
6,31,"female",57.8,"south"
3,32,"male",60.5792060114017,"north"
2,33,"female",57.2553310623317,"south"
3,30,"female",39.9209918741653,"south"
2,34,"female",71.6487459962855,"north"
2,32,"male",52.1505457098896,"south"
2,37,"male",61.9260225457096,"north"
6,37,"female",60.7,"south"
1,32,"female",66.261220661191,"south"
6,32,"female",25.1,"south"
1,39,"male",64.1624750686857,"south"
2,32,"female",54.6667001876199,"south"
2,31,"female",45.2317635884462,"south"
2,36,"male",54.6063386151163,"north"
1,34,"male",36.7708516793219,"north"
1,35,"male",63.9415766604094,"south"
2,37,"male",72.0361267508934,"south"
3,33,"male",54.7408401265987,"north"
2,38,"female",58.344596130668,"north"
3,30,"female",46.6460059544507,"south"
6,31,"male",50.8661523250023,"north"
6,31,"female",86.6,"south"
2,33,"female",41.3398071954557,"north"
2,38,"female",65.8069467626992,"south"
2,39,"male",32.1774522362828,"south"
1,37,"female",48.2042400700239,"north"
3,32,"male",27.489045486815,"south"
2,37,"male",56.1484559400343,"north"
6,31,"male",32.7925573348617,"north"
2,37,"male",50.7604617242211,"north"
2,37,"male",40.9885869072698,"south"
1,35,"female",68.4632674643844,"south"
3,39,"male",41.5567752106274,"south"
2,39,"male",36.8646045964389,"south"
1,36,"female",38.6303619030355,"north"
2,37,"female",60.7831723532196,"north"
6,31,"female",54.7,"south"
3,31,"female",71.2634104150999,"north"
3,30,"male",57.1988513386509,"north"
