"year","age","gender","uli","state"
1,36,"male",43.2311468965729,"didiff"
1,33,"female",65.5290078817877,"didiff"
1,30,"female",53.6989699093052,"didiff"
1,34,"male",59.584213154675,"didiff"
1,34,"male",59.6054636765296,"didiff"
1,36,"male",39.9029616455004,"didiff"
1,30,"male",42.9574732311614,"didiff"
1,34,"female",63.5705085741693,"didiff"
1,30,"male",49.5851258045348,"didiff"
1,30,"male",51.4841500150463,"didiff"
1,35,"male",31.6607206247726,"didiff"
1,31,"female",63.537006406855,"didiff"
1,37,"female",49.0699947523616,"didiff"
1,36,"female",42.8565598969864,"didiff"
1,35,"male",64.1919876618657,"didiff"
1,30,"male",26.7535087950122,"didiff"
1,32,"female",61.27727320961,"didiff"
1,39,"male",54.876661756372,"didiff"
1,31,"male",63.2567000823383,"didiff"
1,36,"male",63.4700106146632,"didiff"
1,35,"female",56.036788867136,"didiff"
1,33,"male",48.5607479127733,"didiff"
1,34,"male",59.5749640058968,"didiff"
1,36,"female",83.1594677908542,"didiff"
1,33,"male",71.9962401132139,"didiff"
1,38,"female",48.4110261030352,"didiff"
1,38,"male",34.3891002133177,"didiff"
1,30,"male",29.5213433067645,"didiff"
1,39,"female",41.3452556987118,"didiff"
1,36,"female",45.9776626518637,"didiff"
1,34,"male",55.6247074796886,"didiff"
1,36,"female",52.7874645229873,"didiff"
1,38,"male",31.6698654141744,"didiff"
1,35,"female",63.7747118668645,"didiff"
1,39,"male",81.2666066690931,"didiff"
1,36,"female",66.0010567852441,"didiff"
1,38,"male",66.3336130720175,"didiff"
1,38,"female",34.953545662644,"didiff"
1,31,"female",64.5960098348837,"didiff"
1,39,"female",88.2334507575656,"didiff"
1,34,"male",35.6842511338482,"didiff"
1,39,"male",50.4412937621996,"didiff"
1,37,"female",56.9671802001521,"didiff"
1,32,"female",48.4035767808488,"didiff"
1,36,"female",39.3211638692892,"didiff"
1,36,"male",75.2970128503579,"didiff"
1,30,"female",38.1115369209213,"didiff"
1,37,"female",60.3671355554045,"didiff"
1,30,"male",54.4432768618161,"didiff"
1,37,"female",61.9943551265813,"didiff"
1,35,"female",48.4090923884591,"didiff"
1,32,"female",47.6379557203115,"didiff"
1,30,"male",35.2582834032535,"didiff"
1,30,"female",60.9341830152461,"didiff"
1,34,"male",42.9823720894791,"didiff"
1,35,"female",62.6424375178237,"didiff"
1,34,"female",56.4067535411559,"didiff"
1,34,"male",47.2993720155833,"didiff"
1,38,"male",58.5894390217631,"didiff"
1,38,"male",43.4951387723756,"didiff"
1,33,"male",48.4201166957427,"didiff"
1,30,"female",63.3633167465256,"didiff"
1,36,"female",56.0497948777828,"didiff"
1,30,"male",64.2620755074212,"didiff"
1,37,"male",31.5416565924766,"didiff"
1,33,"male",44.0639082143655,"didiff"
1,32,"male",71.373374412839,"didiff"
1,34,"male",34.9886404298504,"didiff"
1,39,"female",72.7671780788997,"didiff"
1,30,"female",63.862911534175,"didiff"
1,35,"female",56.0177787629277,"didiff"
1,38,"female",80.2669781225185,"didiff"
1,33,"female",77.7508891313822,"didiff"
1,31,"male",48.3348535936097,"didiff"
1,38,"female",75.3605357578191,"didiff"
1,34,"male",53.7500661468017,"didiff"
1,38,"male",70.4666017718589,"didiff"
1,37,"female",62.1402845587141,"didiff"
1,32,"female",60.7366822786946,"didiff"
1,31,"female",43.5150326133682,"didiff"
1,33,"male",61.411876518434,"didiff"
1,35,"male",26.0969906236901,"didiff"
1,38,"female",43.5545200585685,"didiff"
1,32,"female",34.5972139515928,"didiff"
1,37,"male",37.3201450841554,"didiff"
1,32,"female",42.5777885430696,"didiff"
1,32,"female",69.4393342974451,"didiff"
1,36,"female",45.8721176505561,"didiff"
1,39,"female",47.4095348071931,"didiff"
1,31,"female",71.6344503733309,"didiff"
1,37,"male",62.2446247125329,"didiff"
1,38,"female",52.2806109914804,"didiff"
1,34,"male",46.854479424246,"didiff"
1,37,"male",22.340580985461,"didiff"
1,34,"male",66.7083355264873,"didiff"
1,35,"female",35.6512571437372,"didiff"
1,30,"male",75.3160220621942,"didiff"
1,38,"female",52.3774986651245,"didiff"
1,31,"male",63.6654309183738,"didiff"
1,39,"female",67.8729626182165,"didiff"
1,39,"female",42.8486433504177,"didiff"
1,35,"female",61.378462662226,"didiff"
1,36,"female",28.5361184132325,"didiff"
1,34,"female",48.4555019106638,"didiff"
1,36,"male",44.4372309139364,"didiff"
1,32,"female",58.790368493374,"didiff"
1,37,"female",61.911848807462,"didiff"
1,39,"male",54.3983643753867,"didiff"
1,39,"male",36.8170183468964,"didiff"
1,30,"female",56.7978247323726,"didiff"
1,32,"male",53.9492319256494,"didiff"
1,34,"male",28.0117683830422,"didiff"
1,31,"female",69.8874686083688,"didiff"
1,32,"female",65.430294956684,"didiff"
1,37,"female",81.953956984419,"didiff"
1,35,"female",70.7310428393354,"didiff"
1,32,"female",68.5917956655851,"didiff"
1,37,"male",54.3990734940814,"didiff"
1,39,"female",54.8221719855421,"didiff"
1,34,"male",52.5515226898364,"didiff"
1,37,"female",20.7692286644246,"didiff"
1,31,"female",52.9205141950005,"didiff"
1,38,"female",63.4726336953214,"didiff"
1,32,"male",33.8342270873876,"didiff"
1,30,"male",28.5958217917676,"didiff"
1,35,"male",60.8174170778291,"didiff"
1,33,"male",53.4316159522273,"didiff"
1,38,"male",35.4242395110782,"didiff"
1,31,"female",47.0456954097284,"didiff"
1,31,"male",41.7353776654742,"didiff"
1,34,"female",59.1054569294328,"didiff"
1,36,"male",53.6136393231635,"didiff"
1,36,"female",50.7380425522222,"didiff"
1,32,"male",55.1168708965631,"didiff"
1,33,"female",76.1886068978976,"didiff"
1,36,"female",52.2750048588571,"didiff"
1,35,"male",51.3432958086087,"didiff"
1,38,"male",43.6033983156038,"didiff"
1,36,"female",68.3640831599417,"didiff"
1,33,"male",71.7056185160515,"didiff"
1,38,"female",61.5731208148721,"didiff"
1,38,"male",40.075324278778,"didiff"
1,33,"male",32.5709965621169,"didiff"
1,39,"male",38.2607696485862,"didiff"
1,36,"male",38.7287270405057,"didiff"
1,36,"female",44.1849873286586,"didiff"
1,31,"female",38.5507846271528,"didiff"
1,33,"female",64.0849223103405,"didiff"
1,34,"male",51.3021453855701,"didiff"
1,31,"female",39.0056973424586,"didiff"
1,35,"female",44.2891797785164,"didiff"
1,39,"male",25.1956502944997,"didiff"
1,36,"female",56.0703183311862,"didiff"
1,38,"female",69.3273542078004,"didiff"
1,37,"female",73.2953846230262,"didiff"
1,39,"female",58.2372910161677,"didiff"
1,33,"male",52.5082992795668,"didiff"
1,33,"female",54.0262663182959,"didiff"
1,36,"female",69.6519696117075,"didiff"
1,36,"female",61.4440742598722,"didiff"
1,36,"male",66.1593197897296,"didiff"
1,39,"male",63.7187533025911,"didiff"
1,36,"female",61.3155411898167,"didiff"
1,39,"female",71.2567709714777,"didiff"
1,35,"male",28.5836783885838,"didiff"
1,38,"male",39.7519776408728,"didiff"
1,38,"male",47.2517113462061,"didiff"
1,37,"female",47.2980454136165,"didiff"
1,33,"male",44.010591206189,"didiff"
1,35,"male",76.4653197323917,"didiff"
1,33,"female",58.1763525299221,"didiff"
1,39,"male",36.8196639360827,"didiff"
1,33,"male",47.7934590958156,"didiff"
1,34,"female",82.6638600657128,"didiff"
1,34,"female",67.982870692448,"didiff"
1,30,"male",73.1969098014988,"didiff"
1,30,"female",48.4648425131837,"didiff"
1,30,"male",70.1249300656354,"didiff"
1,34,"female",83.2731057810282,"didiff"
1,39,"female",78.4513111815587,"didiff"
1,36,"male",62.7043444860496,"didiff"
1,38,"female",59.3310875968662,"didiff"
1,30,"male",25.6364985620144,"didiff"
1,38,"female",53.6772936441674,"didiff"
1,39,"male",36.1045893978892,"didiff"
1,30,"female",70.5413989479463,"didiff"
1,35,"female",51.4738442064346,"didiff"
1,32,"female",49.6937466510078,"didiff"
1,38,"male",47.7522029303735,"didiff"
1,35,"male",44.6675181767647,"didiff"
1,33,"male",76.1998219108294,"didiff"
1,37,"female",80.2069845769839,"didiff"
1,35,"female",51.5121218165061,"didiff"
1,39,"female",65.1673936898757,"didiff"
1,36,"male",67.0078682983609,"didiff"
1,38,"female",40.4817562312401,"didiff"
1,33,"female",64.4814794510459,"didiff"
1,37,"male",53.5843160535994,"didiff"
1,32,"female",69.8271388832256,"didiff"
1,31,"female",41.9693085557978,"didiff"
1,34,"male",67.2922856181579,"didiff"
1,38,"male",85.4117755530693,"didiff"
1,33,"male",63.4164190917696,"didiff"
1,34,"female",51.1569413080904,"didiff"
1,39,"male",40.3384004161144,"didiff"
1,30,"male",33.612987984133,"didiff"
1,30,"female",49.1126697877397,"didiff"
1,37,"female",65.5445127878949,"didiff"
1,39,"male",72.4034518412074,"didiff"
1,34,"male",44.3920936405162,"didiff"
1,38,"male",42.0993269130489,"didiff"
1,30,"male",46.6722048170998,"didiff"
1,33,"female",83.0506090344003,"didiff"
1,31,"male",53.1417100052721,"didiff"
1,32,"male",57.0733662998005,"didiff"
1,30,"female",35.4466659028087,"didiff"
1,37,"female",61.5385349083344,"didiff"
1,39,"female",78.1404325754884,"didiff"
1,37,"female",76.924502544497,"didiff"
1,35,"male",67.2524035033631,"didiff"
1,30,"male",46.7765736995511,"didiff"
1,39,"male",73.4402447877107,"didiff"
1,35,"female",53.6826874684824,"didiff"
1,36,"female",56.5490404755526,"didiff"
1,30,"male",45.5570415580998,"didiff"
1,30,"female",63.4162575136185,"didiff"
1,37,"male",55.2057681184096,"didiff"
1,33,"male",43.1673988435945,"didiff"
1,32,"male",63.1600280338597,"didiff"
1,39,"male",64.4475729998299,"didiff"
1,38,"female",66.8040232645433,"didiff"
1,37,"male",60.3172087189914,"didiff"
1,34,"male",52.9967293324066,"didiff"
1,38,"female",78.3858170089321,"didiff"
1,38,"male",72.6832307322896,"didiff"
1,37,"female",54.4717300042473,"didiff"
1,32,"male",28.0877777813488,"didiff"
1,38,"male",58.6978447613909,"didiff"
1,33,"male",49.6369904587906,"didiff"
1,31,"male",52.9046570628882,"didiff"
1,36,"female",57.8187097415736,"didiff"
1,38,"female",46.4647586570965,"didiff"
1,31,"female",51.4755748726752,"didiff"
1,33,"female",72.345537171463,"didiff"
1,36,"male",54.4090597689981,"didiff"
1,36,"female",37.8950994793313,"didiff"
1,35,"female",65.2520704908331,"didiff"
1,38,"male",26.952187531956,"didiff"
1,33,"female",38.4331845503832,"didiff"
1,30,"male",27.2473070808056,"didiff"
1,37,"male",40.0845428617743,"didiff"
1,37,"female",65.5897939599482,"didiff"
1,31,"female",42.4139288592599,"didiff"
1,36,"male",62.2181980613761,"didiff"
1,31,"female",72.5127585639442,"didiff"
1,38,"male",80.9617321515036,"didiff"
1,36,"male",42.8332981935614,"didiff"
1,30,"male",37.5235166468859,"didiff"
1,31,"male",61.6652297870804,"didiff"
1,34,"female",71.8400563830516,"didiff"
1,37,"female",48.5855527188849,"didiff"
1,37,"female",63.8475256628767,"didiff"
1,36,"male",64.5525037895942,"didiff"
1,39,"female",71.30344616516,"didiff"
1,32,"female",43.2748940318758,"didiff"
1,38,"male",50.1924695040078,"didiff"
1,37,"male",44.8828515419339,"didiff"
1,30,"female",61.2305688581167,"didiff"
1,33,"female",55.9218025035694,"didiff"
1,30,"female",71.3537881320017,"didiff"
1,38,"male",58.0773567866681,"didiff"
1,35,"female",36.3626567787119,"didiff"
1,32,"male",55.0861052021718,"didiff"
1,39,"female",47.3496672965069,"didiff"
1,31,"male",44.4388545532727,"didiff"
1,38,"female",49.5565184638162,"didiff"
1,31,"female",51.8052212858846,"didiff"
1,37,"female",71.4177509003089,"didiff"
1,31,"male",47.7461577292981,"didiff"
1,30,"male",62.7125280910176,"didiff"
1,30,"male",52.8321770338301,"didiff"
1,36,"male",46.089228887478,"didiff"
1,39,"female",78.7349381882038,"didiff"
1,35,"male",47.45576510526,"didiff"
1,35,"male",77.3113772066211,"didiff"
1,35,"male",52.0270532232917,"didiff"
1,38,"male",43.8921132195919,"didiff"
1,36,"female",67.3203405873712,"didiff"
1,35,"female",53.0394623647108,"didiff"
1,37,"male",46.8221837218036,"didiff"
1,36,"female",59.2298039696264,"didiff"
1,30,"female",62.9114738377526,"didiff"
1,36,"male",69.4507339198986,"didiff"
1,33,"male",36.4467153237543,"didiff"
1,31,"male",56.6542589162972,"didiff"
1,38,"female",42.9130755541275,"didiff"
1,37,"male",41.843013718951,"didiff"
1,38,"male",46.3756300509998,"didiff"
1,33,"female",76.1556027222736,"didiff"
1,35,"male",49.3713170591137,"didiff"
1,36,"female",82.7063994214136,"didiff"
1,34,"male",55.7335240359322,"didiff"
1,36,"female",75.9740440988817,"didiff"
1,30,"male",68.8141367167112,"didiff"
1,37,"male",49.1117040568721,"didiff"
1,39,"male",60.969026513523,"didiff"
1,35,"male",58.1274307699164,"didiff"
1,38,"female",57.0401800015254,"didiff"
1,37,"female",65.5486801295128,"didiff"
1,33,"female",39.9484933848287,"didiff"
1,36,"female",29.055625607429,"didiff"
1,35,"female",64.5864799306468,"didiff"
1,38,"female",42.6719344202479,"didiff"
1,36,"female",60.7338580638759,"didiff"
1,38,"female",35.5116992873701,"didiff"
1,37,"female",51.4530023038685,"didiff"
1,35,"male",32.4834506857638,"didiff"
1,32,"female",48.1765603419705,"didiff"
1,34,"male",52.7879191256386,"didiff"
1,31,"male",70.676576190967,"didiff"
1,35,"male",60.3143386885971,"didiff"
1,35,"male",56.2684460346825,"didiff"
1,36,"female",56.0487698259835,"didiff"
1,30,"female",61.5298207549654,"didiff"
1,38,"female",58.3620170968541,"didiff"
1,31,"female",65.3865362479544,"didiff"
1,38,"male",55.6840509439887,"didiff"
1,39,"female",54.3389736192669,"didiff"
1,35,"female",23.6915854968807,"didiff"
1,33,"female",43.0477421991253,"didiff"
1,36,"female",50.0913381598251,"didiff"
1,37,"male",55.6273734426623,"didiff"
1,38,"male",56.8499421571614,"didiff"
1,31,"female",42.6071590949398,"didiff"
1,31,"male",37.0860967024168,"didiff"
1,39,"female",70.2375307767434,"didiff"
1,31,"female",50.5236774925885,"didiff"
1,36,"male",39.4115314669036,"didiff"
1,34,"male",63.3748052639218,"didiff"
1,33,"female",42.9764478698383,"didiff"
1,38,"female",66.3699717620792,"didiff"
1,32,"male",79.5945963010402,"didiff"
1,30,"male",75.0717320656856,"didiff"
1,36,"female",74.7025348101891,"didiff"
1,34,"female",57.9451207139989,"didiff"
1,31,"female",48.2811337085914,"didiff"
1,38,"female",59.1581860732943,"didiff"
1,34,"male",68.9750881667484,"didiff"
1,33,"male",37.3252934624587,"didiff"
1,38,"male",65.1432663716031,"didiff"
1,32,"female",65.4231671750067,"didiff"
1,32,"female",80.9277029221205,"didiff"
1,39,"female",57.9125916373078,"didiff"
1,30,"male",74.7896590608273,"didiff"
1,30,"male",31.0119934329624,"didiff"
1,31,"male",53.4006576471982,"didiff"
1,37,"male",24.9615709531789,"didiff"
1,31,"male",62.9300273346665,"didiff"
1,33,"female",72.8743288473458,"didiff"
1,33,"female",69.0609422607931,"didiff"
1,38,"female",51.6910017161786,"didiff"
1,30,"male",54.7200384916338,"didiff"
1,36,"female",49.9930915401051,"didiff"
1,33,"male",56.8113525960108,"didiff"
1,39,"female",46.6526732321872,"didiff"
1,35,"female",51.2128141921404,"didiff"
1,31,"female",67.6987173221256,"didiff"
1,37,"male",53.4998464166775,"didiff"
1,38,"male",34.1383088468309,"didiff"
1,32,"male",45.9351641716134,"didiff"
1,39,"male",35.0338169210663,"didiff"
1,31,"female",42.9140463848774,"didiff"
1,35,"female",67.2751308945974,"didiff"
1,33,"female",67.2040128621468,"didiff"
1,33,"male",45.0671235845198,"didiff"
1,31,"male",38.1054426554727,"didiff"
1,34,"male",46.6671176748829,"didiff"
1,33,"female",66.7712356306595,"didiff"
1,33,"female",45.2233012102405,"didiff"
1,37,"male",37.103486948645,"didiff"
1,34,"male",53.1148507930649,"didiff"
1,34,"male",51.8046379839307,"didiff"
1,37,"male",22.6275050743077,"didiff"
1,35,"female",57.5136450431312,"didiff"
1,32,"male",56.711147134283,"didiff"
1,30,"female",66.8791917409946,"didiff"
1,34,"male",74.4148088571669,"didiff"
1,36,"male",58.1269500128308,"didiff"
1,35,"female",79.5013755827167,"didiff"
1,34,"female",78.1727526208652,"didiff"
1,37,"female",72.5365449342075,"didiff"
1,33,"female",46.4247114922232,"didiff"
1,34,"male",28.4026723961454,"didiff"
1,31,"male",51.3060639529911,"didiff"
1,32,"female",68.8679489024545,"didiff"
1,31,"female",71.759584079605,"didiff"
1,34,"male",66.4278195816747,"didiff"
1,35,"male",52.6583265954357,"didiff"
1,38,"female",77.9716673917916,"didiff"
1,38,"female",46.3676471968168,"didiff"
1,36,"female",70.1842041687997,"didiff"
1,32,"female",55.1470931171587,"didiff"
1,36,"male",63.7959870418743,"didiff"
1,37,"female",42.8998121104547,"didiff"
1,37,"female",43.9787956430646,"didiff"
1,38,"male",65.4313014625659,"didiff"
1,36,"male",54.7268545054452,"didiff"
1,39,"female",55.7238623371262,"didiff"
1,38,"female",64.8040048172149,"didiff"
1,35,"female",54.8980613379156,"didiff"
1,33,"male",28.0652704345399,"didiff"
1,35,"female",64.3129069045361,"didiff"
1,33,"female",46.0282866545812,"didiff"
1,31,"female",51.6664248761718,"didiff"
1,30,"male",29.2125884657598,"didiff"
1,33,"female",75.1768305859249,"didiff"
1,32,"female",66.6334232403903,"didiff"
1,35,"female",61.5155025857939,"didiff"
1,30,"female",61.6455928430004,"didiff"
1,35,"female",77.2024621256691,"didiff"
1,38,"male",45.9306531849551,"didiff"
1,36,"female",77.4752592209031,"didiff"
1,37,"male",20.5552875683741,"didiff"
1,31,"male",78.8426057462389,"didiff"
1,31,"male",59.9581358985813,"didiff"
1,36,"male",56.5082841785781,"didiff"
1,30,"male",16.4158627053359,"didiff"
1,34,"male",35.8670699440634,"didiff"
1,31,"female",47.3688070295715,"didiff"
1,39,"male",49.8973142976079,"didiff"
1,38,"female",64.8522675321385,"didiff"
1,31,"male",67.8252258075995,"didiff"
1,35,"female",66.3386191991471,"didiff"
1,34,"male",59.3500798526023,"didiff"
1,39,"female",78.5014596318985,"didiff"
1,32,"male",43.7098192322421,"didiff"
1,36,"male",51.5629940504023,"didiff"
1,33,"male",27.8250640850538,"didiff"
1,38,"female",52.156046832169,"didiff"
1,35,"female",65.3399527908158,"didiff"
1,31,"female",69.8434519323234,"didiff"
1,39,"female",43.8197601953116,"didiff"
1,33,"male",67.2335907400729,"didiff"
1,36,"female",72.1614058931834,"didiff"
1,30,"female",57.9077324316289,"didiff"
1,32,"male",43.9641275512458,"didiff"
1,35,"female",54.6993795286945,"didiff"
1,31,"male",56.6946335860089,"didiff"
1,34,"female",70.3545036434212,"didiff"
1,31,"male",58.1837985742624,"didiff"
1,37,"male",38.3638623950833,"didiff"
1,37,"female",62.5527885664044,"didiff"
1,38,"male",55.6765056983812,"didiff"
1,36,"male",23.1441164145575,"didiff"
1,35,"female",49.9636107634226,"didiff"
1,34,"male",61.1788278050463,"didiff"
1,37,"female",42.9972004886472,"didiff"
1,32,"female",57.9863373744703,"didiff"
1,39,"male",59.5380652940468,"didiff"
1,33,"male",57.7182481849335,"didiff"
1,39,"female",53.9066650536452,"didiff"
1,37,"female",64.2517023956446,"didiff"
1,31,"female",65.0128485948413,"didiff"
1,37,"female",47.1434333739512,"didiff"
1,31,"male",62.1712039364182,"didiff"
1,38,"male",52.5978580241071,"didiff"
1,38,"female",73.8687469373104,"didiff"
1,35,"male",25.8107905529999,"didiff"
1,32,"male",72.8730575699105,"didiff"
1,31,"male",67.6596606561411,"didiff"
1,39,"female",63.8802364575125,"didiff"
1,39,"male",64.1485386945254,"didiff"
1,39,"female",45.9906910899467,"didiff"
1,37,"female",42.8088727892127,"didiff"
1,36,"male",68.9633891831506,"didiff"
1,30,"female",75.2048257959708,"didiff"
1,36,"male",63.7098364691443,"didiff"
1,30,"male",41.4544171762002,"didiff"
1,39,"male",47.7498191835745,"didiff"
1,38,"female",77.6853475127014,"didiff"
1,39,"female",72.4609994380501,"didiff"
1,30,"female",37.5995103223943,"didiff"
1,37,"female",68.0676318891312,"didiff"
1,33,"female",52.3556240182186,"didiff"
1,34,"female",55.4103571445397,"didiff"
1,37,"male",50.9824467310901,"didiff"
1,37,"female",55.2947070377727,"didiff"
1,34,"male",60.6015135402395,"didiff"
1,32,"female",40.3935809765971,"didiff"
1,39,"female",56.8152586994862,"didiff"
1,36,"male",61.29095516764,"didiff"
1,33,"female",56.8645939223623,"didiff"
1,38,"female",71.6988762632173,"didiff"
1,37,"female",67.1289607797785,"didiff"
1,34,"male",62.8377077189879,"didiff"
1,32,"female",32.5478679335801,"didiff"
1,36,"male",48.9261103187004,"didiff"
1,38,"female",49.0999424601522,"didiff"
1,33,"male",47.7407119593376,"didiff"
1,39,"female",85.849129269447,"didiff"
1,36,"male",70.5697625104432,"didiff"
1,34,"female",71.784366995346,"didiff"
1,31,"female",49.882289438271,"didiff"
1,33,"male",30.8944569732138,"didiff"
1,39,"male",77.8497491168135,"didiff"
1,31,"female",58.4849770107373,"didiff"
1,36,"male",48.055061473676,"didiff"
1,30,"female",46.8665761055804,"didiff"
1,39,"female",61.5476632202228,"didiff"
1,37,"female",65.6828802704875,"didiff"
1,36,"female",65.063347115526,"didiff"
1,35,"female",61.3861933428649,"didiff"
1,35,"male",34.8014792756057,"didiff"
1,39,"male",36.3080213113194,"didiff"
1,36,"female",62.6863594944642,"didiff"
1,31,"female",57.6050591102599,"didiff"
1,36,"female",69.6547494469716,"didiff"
1,31,"male",43.8388006159104,"didiff"
1,32,"male",60.3821524661198,"didiff"
1,36,"female",72.7778498840407,"didiff"
1,32,"male",59.37012010586,"didiff"
1,36,"female",68.5216966182724,"didiff"
1,35,"male",43.1672350144838,"didiff"
1,37,"male",79.9525090785636,"didiff"
1,31,"male",48.1193014078264,"didiff"
1,35,"female",71.1637071965346,"didiff"
1,33,"male",44.7503243552474,"didiff"
1,30,"female",43.8516904465476,"didiff"
1,35,"female",72.0789242443737,"didiff"
1,31,"male",42.7578151187951,"didiff"
1,38,"female",51.3031477331526,"didiff"
1,39,"female",43.0884315112282,"didiff"
1,35,"male",38.5888654937128,"didiff"
1,35,"female",62.5368964041412,"didiff"
1,38,"female",73.0490785386019,"didiff"
1,39,"female",30.6425098257013,"didiff"
1,31,"male",67.3779358390898,"didiff"
1,34,"female",66.1868285917841,"didiff"
1,38,"female",62.7074670990704,"didiff"
1,35,"male",49.8075746093295,"didiff"
1,31,"male",32.8661412758231,"didiff"
1,30,"female",56.8891816943362,"didiff"
1,33,"female",46.050787871869,"didiff"
1,37,"male",44.4299162382187,"didiff"
1,37,"male",50.8799141850471,"didiff"
1,36,"female",51.140900593257,"didiff"
1,30,"female",42.3407343561062,"didiff"
1,38,"male",53.3218894857049,"didiff"
1,33,"male",42.2037204756581,"didiff"
1,38,"male",47.8115971630001,"didiff"
1,30,"male",54.5015072187566,"didiff"
1,33,"male",33.8427644915955,"didiff"
1,34,"male",32.2006446082068,"didiff"
1,34,"male",71.8723829410193,"didiff"
1,35,"female",62.9013633663104,"didiff"
1,35,"female",51.9468630228358,"didiff"
1,34,"male",34.9385968967805,"didiff"
1,33,"female",43.7088854156952,"didiff"
1,35,"male",59.5989949067422,"didiff"
1,37,"female",46.031694236471,"didiff"
1,37,"male",75.3024383773991,"didiff"
1,34,"male",60.6542137920245,"didiff"
1,30,"male",54.8505238239601,"didiff"
1,32,"female",58.5778547729522,"didiff"
1,36,"female",40.111948705082,"didiff"
1,39,"female",50.7931670203885,"didiff"
1,39,"female",68.3966840405238,"didiff"
1,34,"female",64.5045015355492,"didiff"
1,31,"male",23.395644479569,"didiff"
1,32,"male",43.0581822145622,"didiff"
1,34,"female",54.2617413029519,"didiff"
1,37,"male",52.4556420278446,"didiff"
1,33,"male",40.9957556945824,"didiff"
1,32,"male",31.5810670689926,"didiff"
1,36,"female",50.483027556373,"didiff"
1,37,"male",80.0902546521404,"didiff"
1,35,"female",50.8371289552921,"didiff"
1,36,"male",30.0625814114608,"didiff"
1,30,"male",65.0586949528078,"didiff"
1,36,"female",64.008248705361,"didiff"
1,33,"male",68.7084083523024,"didiff"
1,31,"male",63.874854941282,"didiff"
1,37,"female",59.4943911088174,"didiff"
1,31,"male",51.6145462531902,"didiff"
1,31,"male",30.9372623217565,"didiff"
1,32,"female",61.1059574547758,"didiff"
1,37,"female",66.25009436211,"didiff"
1,33,"female",60.6284800086722,"didiff"
1,34,"female",54.3416322976532,"didiff"
1,31,"male",23.7298257177252,"didiff"
1,34,"male",64.9687404902898,"didiff"
1,31,"female",55.008407530887,"didiff"
1,37,"female",53.354791635324,"didiff"
1,38,"female",46.2024418910207,"didiff"
1,37,"male",46.8293265968938,"didiff"
1,30,"female",56.3456140714129,"didiff"
1,38,"male",62.2042702949918,"didiff"
1,38,"male",60.3906709608144,"didiff"
1,36,"male",53.6014443078357,"didiff"
1,38,"female",62.5143303757308,"didiff"
1,32,"male",70.7707914256247,"didiff"
1,30,"male",42.3281845192486,"didiff"
1,31,"female",67.2841855631885,"didiff"
1,37,"female",47.2054232080863,"didiff"
1,36,"male",29.527655363919,"didiff"
1,35,"female",69.5934930960912,"didiff"
1,35,"male",58.839136545067,"didiff"
1,34,"male",47.0169642188833,"didiff"
1,32,"male",47.9507262713662,"didiff"
1,33,"female",57.7496958234931,"didiff"
1,39,"female",68.4186277788823,"didiff"
1,32,"female",48.8588399445792,"didiff"
1,31,"female",62.8190333260502,"didiff"
1,30,"female",71.3626299229832,"didiff"
1,34,"male",54.5122792456354,"didiff"
