"quarter","age","gender","uli","state"
24,37,"male",49.2107853029674,"interruptia"
24,33,"male",54.1445374413191,"interruptia"
24,35,"female",72.6064791476131,"interruptia"
24,37,"male",41.4108440137091,"interruptia"
24,30,"male",48.719890560154,"interruptia"
24,35,"female",70.4181490454059,"interruptia"
24,32,"female",63.9730661592517,"interruptia"
24,38,"male",46.3926913738857,"interruptia"
24,33,"female",48.8808391278782,"interruptia"
24,32,"female",62.9733791258425,"interruptia"
24,36,"male",24.6578649514232,"interruptia"
24,37,"male",51.7115507911412,"interruptia"
24,39,"male",33.1068438893543,"interruptia"
24,35,"female",60.8419471981071,"interruptia"
24,31,"male",74.3916131857562,"interruptia"
24,35,"male",15.1827849847198,"interruptia"
24,36,"male",62.7150185438616,"interruptia"
24,37,"female",66.7975292538489,"interruptia"
24,37,"male",47.2061188630577,"interruptia"
24,32,"female",82.6027134132477,"interruptia"
24,30,"female",54.5130386961151,"interruptia"
24,30,"male",53.4202206059357,"interruptia"
24,34,"female",48.3196615177855,"interruptia"
24,33,"female",38.3039408613999,"interruptia"
24,38,"male",34.9489512228259,"interruptia"
24,39,"female",61.4252114881531,"interruptia"
24,30,"male",49.5670982757568,"interruptia"
24,37,"male",35.6708034279817,"interruptia"
24,38,"male",61.521695231167,"interruptia"
24,38,"male",48.6118998682345,"interruptia"
24,30,"female",80.397173207098,"interruptia"
24,35,"male",29.3201352508292,"interruptia"
24,35,"male",78.2639924105972,"interruptia"
24,35,"female",48.6655262746132,"interruptia"
24,35,"male",51.7577590649836,"interruptia"
24,37,"female",66.5407334843188,"interruptia"
24,39,"female",65.4695140388435,"interruptia"
24,32,"female",63.3139915278769,"interruptia"
24,32,"male",29.1577553727969,"interruptia"
24,32,"female",56.6399500978453,"interruptia"
24,36,"male",55.5035020618926,"interruptia"
24,34,"male",40.3187397597866,"interruptia"
24,37,"male",26.79749268979,"interruptia"
24,35,"female",49.4437437690275,"interruptia"
24,37,"male",34.6576937041172,"interruptia"
24,38,"male",51.5754616814291,"interruptia"
24,36,"male",67.237735985372,"interruptia"
24,36,"male",39.6131229059161,"interruptia"
24,31,"male",36.1214653817085,"interruptia"
24,32,"male",31.2731347976278,"interruptia"
24,37,"female",38.5399863057237,"interruptia"
24,35,"female",66.6717308712832,"interruptia"
24,34,"female",57.0101050368393,"interruptia"
24,39,"male",62.8338386187238,"interruptia"
24,38,"male",55.7420414612612,"interruptia"
24,36,"male",47.0269053983239,"interruptia"
24,30,"female",60.6493044583032,"interruptia"
24,30,"male",46.6849770722023,"interruptia"
24,32,"male",32.6030825276859,"interruptia"
24,36,"male",48.9262354595728,"interruptia"
24,35,"male",48.6398391916178,"interruptia"
24,33,"male",27.0395605415236,"interruptia"
24,38,"male",25.8426447668536,"interruptia"
24,32,"female",49.2377813336733,"interruptia"
24,35,"male",57.7747985593879,"interruptia"
24,36,"male",59.782475080291,"interruptia"
24,31,"female",51.9629506356897,"interruptia"
24,33,"male",66.9941527343214,"interruptia"
24,39,"male",55.9165092423525,"interruptia"
24,31,"female",60.137272596097,"interruptia"
24,38,"male",70.392724291073,"interruptia"
24,33,"female",39.3579120008018,"interruptia"
24,36,"male",55.8094600549983,"interruptia"
24,31,"male",39.1581762894065,"interruptia"
24,33,"male",51.8156947553672,"interruptia"
24,32,"male",73.3492824836456,"interruptia"
24,31,"male",53.9817987988865,"interruptia"
24,33,"male",58.8932352480867,"interruptia"
24,37,"male",42.5929983248265,"interruptia"
24,30,"male",63.2636532402584,"interruptia"
24,39,"female",62.8128022872853,"interruptia"
24,37,"female",42.8533631159583,"interruptia"
24,30,"male",66.6633468980358,"interruptia"
24,32,"male",59.4742166183317,"interruptia"
24,32,"female",54.844783328888,"interruptia"
24,34,"male",55.7842624552627,"interruptia"
24,39,"male",39.3991485536551,"interruptia"
24,34,"female",68.2505695287175,"interruptia"
24,30,"female",52.570097880559,"interruptia"
24,36,"female",37.9288653588596,"interruptia"
24,31,"female",62.0853931280227,"interruptia"
24,39,"male",77.7205462017378,"interruptia"
24,38,"male",61.2573762030062,"interruptia"
24,35,"male",70.4487610505581,"interruptia"
24,36,"female",56.2460939341188,"interruptia"
24,37,"male",51.0446493390533,"interruptia"
24,37,"female",54.0630163027236,"interruptia"
24,36,"female",28.7063175441331,"interruptia"
24,30,"male",48.1436888351534,"interruptia"
24,34,"female",72.4825512662256,"interruptia"
24,31,"male",64.1326391851965,"interruptia"
24,34,"male",65.4462008967789,"interruptia"
24,37,"female",56.2097636250421,"interruptia"
24,31,"female",64.0914942786918,"interruptia"
24,33,"female",72.3501337899502,"interruptia"
24,31,"male",58.9741318132672,"interruptia"
24,36,"male",47.6556836391358,"interruptia"
24,39,"female",29.72448558554,"interruptia"
24,31,"female",48.8381111798003,"interruptia"
24,36,"female",56.2677880948692,"interruptia"
24,33,"female",59.9488556400559,"interruptia"
24,36,"female",71.6829453380079,"interruptia"
24,35,"female",65.0074213454328,"interruptia"
24,36,"female",55.8122060762507,"interruptia"
24,36,"male",48.3171623282703,"interruptia"
24,37,"male",63.9656939748876,"interruptia"
24,30,"female",64.5757229684858,"interruptia"
24,36,"female",47.7231725454251,"interruptia"
24,38,"female",75.1826299584276,"interruptia"
24,38,"male",36.7410006285864,"interruptia"
24,32,"female",72.9619274281518,"interruptia"
24,35,"male",67.7092564960513,"interruptia"
24,36,"male",74.720608715569,"interruptia"
24,38,"male",54.9811535390887,"interruptia"
24,35,"female",74.1259555773476,"interruptia"
24,33,"female",48.3184525222701,"interruptia"
24,34,"female",65.0713749385181,"interruptia"
24,37,"female",81.3994127169711,"interruptia"
24,36,"female",59.7502641650913,"interruptia"
24,30,"female",78.3064921960251,"interruptia"
24,33,"male",38.4524312181739,"interruptia"
24,30,"male",52.308304842799,"interruptia"
24,35,"male",56.3297158633484,"interruptia"
24,34,"female",56.4956350914167,"interruptia"
24,35,"male",56.4158477293989,"interruptia"
24,33,"female",46.8028061416994,"interruptia"
24,32,"male",55.6282389956574,"interruptia"
24,36,"female",49.8428320904479,"interruptia"
24,32,"male",28.4437026384944,"interruptia"
24,33,"male",55.2260236297801,"interruptia"
24,36,"male",59.0532538591087,"interruptia"
24,32,"male",35.0977983406763,"interruptia"
24,33,"male",62.7237692917284,"interruptia"
24,39,"female",57.6353295417102,"interruptia"
24,39,"female",50.5019139567626,"interruptia"
24,35,"male",21.5362292965291,"interruptia"
24,34,"female",57.5229151434003,"interruptia"
24,34,"male",39.3919057604952,"interruptia"
24,31,"female",67.1336996840126,"interruptia"
24,34,"male",65.1416546606217,"interruptia"
24,32,"male",13.0351975216986,"interruptia"
24,32,"male",46.1633183080742,"interruptia"
24,33,"male",43.5062713774394,"interruptia"
24,30,"male",65.7378926712584,"interruptia"
24,32,"male",72.4613374677465,"interruptia"
24,35,"male",35.3382050682285,"interruptia"
24,38,"female",56.6883117045879,"interruptia"
24,38,"male",41.8722341132927,"interruptia"
24,35,"male",65.9377074299469,"interruptia"
24,34,"female",58.7364865891953,"interruptia"
24,35,"female",44.9037589122601,"interruptia"
24,39,"female",75.2536518002312,"interruptia"
24,33,"male",33.4093473359499,"interruptia"
24,35,"female",37.6290933253194,"interruptia"
24,36,"male",60.2945513063267,"interruptia"
24,37,"female",77.4817576044363,"interruptia"
24,31,"female",38.2946038342998,"interruptia"
24,30,"female",50.1525259187935,"interruptia"
24,33,"female",77.7574074902084,"interruptia"
24,33,"female",58.5216974735045,"interruptia"
24,36,"female",51.3058399259676,"interruptia"
24,30,"male",68.1894457640527,"interruptia"
24,33,"male",78.0909477513054,"interruptia"
24,39,"female",40.1747823613721,"interruptia"
24,35,"female",46.5659099841135,"interruptia"
24,31,"male",79.1944942801106,"interruptia"
24,36,"male",37.8052905584395,"interruptia"
24,39,"female",47.3037458431822,"interruptia"
24,35,"male",60.893149330993,"interruptia"
24,37,"male",27.9790596734157,"interruptia"
24,35,"female",59.9758089014465,"interruptia"
24,33,"male",61.3255930057941,"interruptia"
24,31,"female",36.0356744705292,"interruptia"
24,35,"female",51.864787614698,"interruptia"
24,31,"male",51.1771677887179,"interruptia"
24,36,"female",44.9068368337499,"interruptia"
24,39,"male",23.641369078225,"interruptia"
24,33,"female",49.497514590212,"interruptia"
24,37,"male",60.2224322775497,"interruptia"
24,36,"female",82.146221768154,"interruptia"
24,30,"female",52.5444526880596,"interruptia"
24,31,"male",59.0844406626733,"interruptia"
24,31,"male",27.0784087907175,"interruptia"
24,36,"female",45.8569651934185,"interruptia"
24,36,"male",42.3451888737002,"interruptia"
24,36,"female",66.2244923957353,"interruptia"
24,35,"male",48.4428574636995,"interruptia"
24,31,"female",65.9503539455233,"interruptia"
24,39,"male",23.6023333521659,"interruptia"
24,33,"male",49.9709770615707,"interruptia"
24,37,"male",43.7634884223237,"interruptia"
24,37,"female",60.0200456122383,"interruptia"
24,30,"female",60.1028292230876,"interruptia"
24,33,"male",31.4304438923962,"interruptia"
24,31,"female",42.4805213141832,"interruptia"
24,33,"female",57.5885163068339,"interruptia"
24,37,"female",67.3538350659162,"interruptia"
24,32,"female",35.7221767506414,"interruptia"
24,36,"female",33.2157530582034,"interruptia"
24,33,"male",52.2432792415006,"interruptia"
24,35,"male",35.63294602577,"interruptia"
24,32,"male",61.7187485206874,"interruptia"
24,33,"male",27.1285521373668,"interruptia"
24,33,"male",34.6739202204454,"interruptia"
24,36,"male",53.1265025606178,"interruptia"
24,33,"male",30.3654452429998,"interruptia"
24,33,"female",43.5605871915869,"interruptia"
24,36,"male",45.29958257707,"interruptia"
24,39,"female",53.4404317983743,"interruptia"
24,35,"female",48.0832371462262,"interruptia"
24,31,"male",42.4517368922682,"interruptia"
24,35,"female",48.0924255340139,"interruptia"
24,33,"female",44.3566658640225,"interruptia"
24,31,"female",68.0400996606258,"interruptia"
24,32,"male",51.2760411444371,"interruptia"
24,35,"male",52.5314800269515,"interruptia"
24,37,"male",43.6409565366766,"interruptia"
24,38,"female",79.9131696800434,"interruptia"
24,35,"male",64.147741546408,"interruptia"
24,37,"female",60.4633819184696,"interruptia"
24,36,"male",57.7921931645714,"interruptia"
24,31,"female",61.9105388261252,"interruptia"
24,35,"female",61.169146821003,"interruptia"
24,33,"female",49.2060011991733,"interruptia"
24,37,"male",44.66125176562,"interruptia"
24,30,"female",58.8297184611458,"interruptia"
24,37,"female",76.2262746979614,"interruptia"
24,34,"female",60.8315493830247,"interruptia"
24,30,"female",58.9219296159952,"interruptia"
24,35,"female",23.6097345789386,"interruptia"
24,30,"female",51.807784682976,"interruptia"
24,31,"female",65.5608768405389,"interruptia"
24,32,"male",47.1473557267522,"interruptia"
24,38,"male",73.7653984548119,"interruptia"
24,35,"female",70.4738136122121,"interruptia"
24,37,"female",74.9402145899882,"interruptia"
24,34,"female",67.7232395204701,"interruptia"
24,32,"female",50.1638015536198,"interruptia"
24,38,"female",59.8922288109569,"interruptia"
24,37,"male",56.7850716775555,"interruptia"
24,30,"female",57.4706396607492,"interruptia"
24,31,"male",38.425043734726,"interruptia"
24,33,"male",44.8144643223258,"interruptia"
24,31,"male",32.0642500101273,"interruptia"
24,30,"male",58.6280251487347,"interruptia"
24,35,"male",34.3679850931157,"interruptia"
24,38,"female",66.4957674226409,"interruptia"
24,36,"female",54.3326030112387,"interruptia"
24,30,"male",74.281290310686,"interruptia"
24,34,"female",55.6772817816057,"interruptia"
24,34,"female",64.8193543534914,"interruptia"
24,37,"female",48.0602852882514,"interruptia"
24,39,"male",61.3388621024155,"interruptia"
24,33,"male",41.5538790483765,"interruptia"
24,30,"male",43.8113467315554,"interruptia"
24,38,"male",54.5229499947444,"interruptia"
24,35,"female",63.6575546889762,"interruptia"
24,32,"male",65.3722083577872,"interruptia"
24,34,"female",57.2556672841298,"interruptia"
24,31,"male",46.8962526018651,"interruptia"
24,37,"male",49.7562327333718,"interruptia"
24,35,"male",43.1787150920391,"interruptia"
24,34,"female",50.1073069966255,"interruptia"
24,39,"male",49.2756447380354,"interruptia"
24,37,"female",77.4184127658692,"interruptia"
24,37,"male",81.5318833324187,"interruptia"
24,36,"female",29.6858935369822,"interruptia"
24,32,"female",44.7940471869469,"interruptia"
24,30,"female",42.1874027849581,"interruptia"
24,31,"female",48.6910299244733,"interruptia"
24,33,"female",52.1673416392418,"interruptia"
24,38,"male",30.9513635700071,"interruptia"
24,36,"female",68.600708992928,"interruptia"
24,35,"male",51.3499819374865,"interruptia"
24,38,"female",61.3384957659435,"interruptia"
24,30,"female",66.4732251701065,"interruptia"
24,32,"male",54.665289072688,"interruptia"
24,39,"female",88.4867452561847,"interruptia"
24,31,"female",71.8678109097772,"interruptia"
24,38,"female",64.8903784395174,"interruptia"
24,30,"female",85.3324572666751,"interruptia"
24,38,"male",39.711155158203,"interruptia"
24,33,"male",61.7861086009464,"interruptia"
24,32,"male",30.4952681409376,"interruptia"
24,37,"male",60.5089130065615,"interruptia"
24,31,"male",54.3513657427395,"interruptia"
24,34,"male",36.2087232285931,"interruptia"
24,35,"female",72.9804657766753,"interruptia"
24,33,"female",75.9305819366738,"interruptia"
24,36,"male",48.2208896426512,"interruptia"
24,30,"male",30.0810602333584,"interruptia"
24,37,"female",52.4512339973037,"interruptia"
24,36,"male",46.1549211251706,"interruptia"
24,35,"female",70.7562962163264,"interruptia"
24,35,"male",57.9170478500528,"interruptia"
24,31,"male",54.0226131386575,"interruptia"
24,36,"male",54.0465901989262,"interruptia"
24,31,"male",48.7228642063293,"interruptia"
24,32,"female",68.4682748675863,"interruptia"
24,35,"male",56.6819427834271,"interruptia"
24,33,"male",30.3414087898827,"interruptia"
24,32,"male",39.8424310912493,"interruptia"
24,35,"male",47.0494113238178,"interruptia"
24,30,"male",36.3829097020655,"interruptia"
24,36,"male",47.5964420847213,"interruptia"
24,36,"male",49.7629879398816,"interruptia"
24,35,"male",74.4840362971878,"interruptia"
24,30,"male",52.3890222098082,"interruptia"
24,38,"male",50.6882417180256,"interruptia"
24,34,"female",64.3543041496447,"interruptia"
24,38,"female",58.9157302912482,"interruptia"
24,33,"male",49.0541711893721,"interruptia"
24,35,"male",55.8102662905916,"interruptia"
24,39,"male",46.6022964157764,"interruptia"
24,38,"male",63.330286042342,"interruptia"
24,38,"female",58.7033257489845,"interruptia"
24,38,"female",55.2243554200722,"interruptia"
24,30,"male",49.8612681163586,"interruptia"
24,34,"male",48.3194744829182,"interruptia"
24,34,"female",28.6881364848191,"interruptia"
24,32,"female",57.9290282584244,"interruptia"
24,33,"female",69.0013115096758,"interruptia"
24,36,"female",47.200862619813,"interruptia"
24,39,"male",42.7343834676026,"interruptia"
24,38,"female",62.4494788751262,"interruptia"
24,30,"male",73.0127679084404,"interruptia"
24,38,"male",59.4625824080578,"interruptia"
24,31,"male",70.2597862536846,"interruptia"
24,30,"female",50.9743872732863,"interruptia"
24,34,"female",53.3350487970683,"interruptia"
24,37,"female",89.6225202036437,"interruptia"
24,36,"female",69.1035280279354,"interruptia"
24,35,"female",67.4354717828322,"interruptia"
24,39,"female",57.6037198749117,"interruptia"
24,37,"female",51.5300867212359,"interruptia"
24,36,"male",63.6884844234728,"interruptia"
24,37,"female",51.7712967619683,"interruptia"
24,32,"female",47.0834076903984,"interruptia"
24,34,"female",33.7573830347996,"interruptia"
24,38,"male",41.9937230176718,"interruptia"
24,34,"female",57.8388853724436,"interruptia"
24,38,"male",77.2849204976441,"interruptia"
24,30,"male",47.5794052215796,"interruptia"
24,39,"female",73.749363994632,"interruptia"
24,38,"male",67.3801002286376,"interruptia"
24,37,"female",47.7359974090532,"interruptia"
24,31,"female",65.920213699643,"interruptia"
24,35,"male",45.0215786436624,"interruptia"
24,31,"male",39.0800292661572,"interruptia"
24,36,"male",56.5666718542635,"interruptia"
24,37,"male",44.6587373407876,"interruptia"
24,39,"female",46.9024300848231,"interruptia"
24,32,"female",52.2727488528924,"interruptia"
24,36,"female",54.2878198339497,"interruptia"
24,33,"male",49.8596112626408,"interruptia"
24,35,"female",67.2322733479104,"interruptia"
24,35,"female",82.4543125329946,"interruptia"
24,30,"female",33.6194424960912,"interruptia"
24,32,"female",84.2615502874358,"interruptia"
24,36,"female",44.1642062269114,"interruptia"
24,35,"female",58.4250019662382,"interruptia"
24,36,"male",56.9814595494748,"interruptia"
24,39,"male",70.2293465639672,"interruptia"
24,30,"male",74.380810247038,"interruptia"
24,37,"female",57.2239148817837,"interruptia"
24,35,"male",75.912644634265,"interruptia"
24,35,"female",65.9519078420966,"interruptia"
24,32,"female",45.6007125348896,"interruptia"
24,37,"female",56.1788885930086,"interruptia"
24,36,"male",70.7178560245126,"interruptia"
24,35,"male",55.3066789430689,"interruptia"
24,37,"male",25.669904184868,"interruptia"
24,38,"female",52.1740945118317,"interruptia"
24,35,"female",50.3085768163744,"interruptia"
24,31,"male",34.1564386637476,"interruptia"
24,37,"male",73.3484634368494,"interruptia"
24,35,"male",47.5966021043348,"interruptia"
24,30,"female",55.7502144053022,"interruptia"
24,30,"female",73.7878030352911,"interruptia"
24,38,"male",43.1898211621223,"interruptia"
24,34,"male",44.9890429838154,"interruptia"
24,33,"female",67.6922612397958,"interruptia"
24,35,"female",75.8277724617003,"interruptia"
24,37,"female",54.4610290154207,"interruptia"
24,36,"male",37.0403126692088,"interruptia"
24,35,"female",47.7772624588807,"interruptia"
24,39,"male",33.9991096785712,"interruptia"
24,37,"male",56.8686376495415,"interruptia"
24,39,"male",37.157079057392,"interruptia"
24,36,"male",59.5060717335804,"interruptia"
24,37,"male",52.1577183635488,"interruptia"
24,32,"female",51.1811058283853,"interruptia"
24,35,"female",65.69943178976,"interruptia"
24,31,"male",51.7396736585783,"interruptia"
24,35,"male",44.5955311150202,"interruptia"
24,32,"male",45.6737088519836,"interruptia"
24,34,"female",73.0486169245805,"interruptia"
24,30,"male",56.7817308963337,"interruptia"
24,30,"male",43.8298974855418,"interruptia"
24,35,"female",49.9727974752193,"interruptia"
24,30,"female",53.5634872900703,"interruptia"
24,34,"male",49.4244183268525,"interruptia"
24,32,"male",46.1978500469817,"interruptia"
24,31,"female",57.7552221851509,"interruptia"
24,37,"female",30.4333066610506,"interruptia"
24,31,"male",32.5719052505046,"interruptia"
24,39,"male",24.6780654656989,"interruptia"
24,37,"female",42.3479994211869,"interruptia"
24,31,"female",82.9836481811264,"interruptia"
24,37,"female",59.9653300386749,"interruptia"
24,34,"female",44.7364634979328,"interruptia"
24,34,"female",77.8688705123743,"interruptia"
24,36,"female",70.8376426394358,"interruptia"
24,36,"male",53.256788619953,"interruptia"
24,30,"male",33.248929041839,"interruptia"
24,32,"female",64.4947334937109,"interruptia"
24,35,"female",26.2166210771713,"interruptia"
24,37,"female",70.826473098628,"interruptia"
24,34,"female",52.310293601638,"interruptia"
24,34,"male",57.9631001646946,"interruptia"
24,32,"female",48.356535487616,"interruptia"
24,32,"male",42.1911153350295,"interruptia"
24,35,"female",43.5769620477071,"interruptia"
24,38,"female",68.5757930103481,"interruptia"
24,30,"male",64.4180574357875,"interruptia"
24,31,"female",63.5659846629378,"interruptia"
24,32,"male",44.165432099484,"interruptia"
24,35,"female",54.7095217707939,"interruptia"
24,37,"female",68.9945805171853,"interruptia"
24,30,"male",72.3286692151855,"interruptia"
24,37,"male",55.5129905088999,"interruptia"
24,31,"male",61.0192984797498,"interruptia"
24,32,"male",51.9006320298209,"interruptia"
24,38,"female",80.5811938905899,"interruptia"
24,32,"female",60.1952121851067,"interruptia"
24,30,"female",76.6841200803517,"interruptia"
24,38,"male",64.0787702984229,"interruptia"
24,34,"male",33.1601608534974,"interruptia"
24,35,"male",56.1587033512036,"interruptia"
24,31,"female",73.4548333352253,"interruptia"
24,38,"male",19.4455115769073,"interruptia"
24,30,"male",61.1204422995963,"interruptia"
24,38,"male",64.4979348135756,"interruptia"
24,30,"female",50.6944846405009,"interruptia"
24,35,"female",60.0080607741213,"interruptia"
24,32,"female",51.6707645998346,"interruptia"
24,30,"female",53.1771026526041,"interruptia"
24,35,"female",52.8159394160162,"interruptia"
24,33,"male",58.1614912484318,"interruptia"
24,37,"female",42.8861656544439,"interruptia"
24,37,"male",44.9459201226184,"interruptia"
24,38,"male",65.6378217941817,"interruptia"
24,39,"female",40.1287197908748,"interruptia"
24,36,"female",60.1050847472239,"interruptia"
24,33,"male",48.6791437482487,"interruptia"
24,33,"male",32.1975856370942,"interruptia"
24,33,"female",72.1564118674225,"interruptia"
24,35,"male",41.2749846807341,"interruptia"
24,37,"female",60.8599047735095,"interruptia"
24,37,"male",65.4585944699097,"interruptia"
24,31,"female",72.8153264132839,"interruptia"
24,38,"male",39.2128503857446,"interruptia"
24,34,"female",53.7904721434821,"interruptia"
24,37,"female",64.4366919061624,"interruptia"
24,31,"female",50.8148718923109,"interruptia"
24,35,"male",61.4506573262768,"interruptia"
24,36,"female",46.6967904409049,"interruptia"
24,35,"male",19.8292080378338,"interruptia"
24,35,"male",57.5605075674969,"interruptia"
24,32,"male",63.322610193449,"interruptia"
24,33,"male",41.3556794367953,"interruptia"
24,31,"male",47.0810745596043,"interruptia"
24,39,"male",40.3426742780889,"interruptia"
24,33,"female",44.780629636537,"interruptia"
24,38,"male",65.8864821974799,"interruptia"
24,31,"female",60.97645760703,"interruptia"
24,37,"female",69.4372521421947,"interruptia"
24,31,"female",40.7468297647432,"interruptia"
24,31,"male",51.0941588212041,"interruptia"
24,34,"male",62.2104901997772,"interruptia"
24,31,"female",61.1310208554507,"interruptia"
24,39,"male",72.5063368570678,"interruptia"
24,33,"female",67.7480392345003,"interruptia"
24,31,"male",35.0105923105825,"interruptia"
24,36,"female",72.2731159709137,"interruptia"
24,35,"male",57.2012712531082,"interruptia"
24,31,"male",42.8503051771967,"interruptia"
24,31,"female",42.1220572622541,"interruptia"
24,34,"female",28.8794899254119,"interruptia"
24,34,"male",68.7367661471728,"interruptia"
24,32,"female",64.0779017585066,"interruptia"
24,33,"female",43.97168159788,"interruptia"
24,30,"male",74.0620209588028,"interruptia"
24,31,"male",71.9139070033551,"interruptia"
24,30,"female",93.0471600210669,"interruptia"
24,38,"male",47.6903605242331,"interruptia"
24,33,"male",56.4315760532314,"interruptia"
24,35,"male",42.6507233525688,"interruptia"
24,36,"male",52.988218839952,"interruptia"
24,30,"male",37.2713282071192,"interruptia"
24,36,"female",34.5767360011252,"interruptia"
24,32,"male",36.8381602215676,"interruptia"
24,37,"female",73.2876320006418,"interruptia"
24,33,"female",70.6127275714085,"interruptia"
24,32,"female",67.3697213318509,"interruptia"
24,35,"male",55.681681257125,"interruptia"
24,32,"female",68.2795208686309,"interruptia"
24,36,"female",66.6524377084581,"interruptia"
24,34,"male",39.3046113092058,"interruptia"
24,35,"female",83.3884851979864,"interruptia"
24,37,"female",70.3189617747357,"interruptia"
24,36,"male",36.2125123391009,"interruptia"
24,34,"male",50.8100738904753,"interruptia"
24,33,"female",52.1901661001717,"interruptia"
24,38,"male",67.5934988899753,"interruptia"
24,34,"female",72.5257267313712,"interruptia"
24,30,"female",62.8318681633644,"interruptia"
24,37,"female",46.4554438944835,"interruptia"
24,32,"male",59.5468569303775,"interruptia"
24,37,"male",46.5859237636392,"interruptia"
24,37,"male",57.568629306401,"interruptia"
24,35,"male",45.8965064198679,"interruptia"
24,36,"female",29.3193624330004,"interruptia"
24,30,"female",39.8891011090155,"interruptia"
24,38,"male",48.7088296447091,"interruptia"
24,39,"male",51.4247626541042,"interruptia"
24,36,"male",43.3281641477015,"interruptia"
24,37,"female",63.7204850014479,"interruptia"
24,30,"male",34.743755328057,"interruptia"
24,30,"female",55.9404065288092,"interruptia"
24,30,"female",56.039632098055,"interruptia"
24,34,"female",54.5035709740507,"interruptia"
24,33,"female",81.6915746559572,"interruptia"
24,33,"female",88.7272547859793,"interruptia"
